Weight,FatContent,ProductVisibility,ProductType,MRP,EstablishmentYear,OutletSize,LocationType,OutletType
6.92,Regular,0.130815962,Breakfast,92.4804,1987,High,Tier 3,Supermarket Type1
13.15,Low Fat,0.024689595,Household,177.0686,1999,Medium,Tier 1,Supermarket Type1
17.75,Low Fat,0.073825883,Seafood,34.8216,2007,,Tier 2,Supermarket Type1
12.6,Regular,0.03152879,Baking Goods,170.3764,2004,Small,Tier 2,Supermarket Type1
13,Low Fat,0.05876482,Household,47.3034,1998,,Tier 3,Grocery Store
11.6,Regular,0.156831826,Breakfast,166.5474,1997,Small,Tier 1,Supermarket Type1
9.8,Low Fat,0.024383317,Health and Hygiene,114.0492,1997,Small,Tier 1,Supermarket Type1
11.15,Regular,0.0082799,Dairy,151.8708,1997,Small,Tier 1,Supermarket Type1
16.5,Low Fat,0.036848856,Household,181.3318,2007,,Tier 2,Supermarket Type1
10.8,Low Fat,0.048445132,Snack Foods,239.4222,1998,,Tier 3,Grocery Store
12.65,Low Fat,0.047310687,Others,113.3202,1999,Medium,Tier 1,Supermarket Type1
,Regular,0.019416804,Dairy,263.491,1985,Medium,Tier 3,Supermarket Type3
6.445,Low Fat,0.029737925,Baking Goods,96.5436,1999,Medium,Tier 1,Supermarket Type1
,Low Fat,0.059064826,Snack Foods,99.67,1985,Medium,Tier 3,Supermarket Type3
6.325,low fat,0.125073951,Frozen Foods,100.6042,1987,High,Tier 3,Supermarket Type1
12.1,Low Fat,0.01542162,Household,162.5526,1987,High,Tier 3,Supermarket Type1
8.27,Regular,0.089918992,Snack Foods,150.7708,2009,Medium,Tier 3,Supermarket Type2
8.71,Regular,0.045986314,Dairy,45.5744,1997,Small,Tier 1,Supermarket Type1
6.13,Low Fat,0.028321492,Household,108.0912,1997,Small,Tier 1,Supermarket Type1
,Regular,0.040733779,Fruits and Vegetables,81.2276,1985,Medium,Tier 3,Supermarket Type3
10.65,Regular,0.085065105,Snack Foods,228.9668,1987,High,Tier 3,Supermarket Type1
11.5,LF,0.017669658,Health and Hygiene,129.8626,1999,Medium,Tier 1,Supermarket Type1
8.63,Regular,0.033043717,Snack Foods,112.8518,2009,Medium,Tier 3,Supermarket Type2
5.92,Regular,0.03213687,Soft Drinks,49.1692,1998,,Tier 3,Grocery Store
,Low Fat,0.13614823,Dairy,263.2568,1985,Medium,Tier 3,Supermarket Type3
,Low Fat,0.045198261,Health and Hygiene,150.2392,1985,Medium,Tier 3,Supermarket Type3
15.5,Regular,0.156928379,Snack Foods,148.2418,1997,Small,Tier 1,Supermarket Type1
,Low Fat,0.042629339,Dairy,178.7028,1985,Medium,Tier 3,Supermarket Type3
15.7,Regular,0.114743211,Canned,112.1202,1999,Medium,Tier 1,Supermarket Type1
17.7,Low Fat,0.085261544,Household,127.7678,1998,,Tier 3,Grocery Store
7.55,Low Fat,0.027147206,Canned,151.134,1987,High,Tier 3,Supermarket Type1
8.895,Regular,0.14783322,Snack Foods,121.273,1998,,Tier 3,Grocery Store
10,Low Fat,0.038678487,Fruits and Vegetables,245.7144,2004,Small,Tier 2,Supermarket Type1
,Regular,0.071498575,Dairy,195.7794,1985,Medium,Tier 3,Supermarket Type3
15.2,Low Fat,0.097062093,Health and Hygiene,116.6492,1997,Small,Tier 1,Supermarket Type1
,Low Fat,0.035483325,Health and Hygiene,91.912,1985,Medium,Tier 3,Supermarket Type3
7.685,Low Fat,0.042644024,Health and Hygiene,147.876,1998,,Tier 3,Grocery Store
9.8,Regular,0.056705486,Breads,83.4908,2007,,Tier 2,Supermarket Type1
6.935,Regular,0.069098084,Snack Foods,101.6332,1998,,Tier 3,Grocery Store
12.6,Low Fat,0.056030907,Seafood,50.7982,1987,High,Tier 3,Supermarket Type1
13,Low Fat,0.099526713,Household,46.706,2002,,Tier 2,Supermarket Type1
18.1,Low Fat,0.177935403,Dairy,155.6288,2004,Small,Tier 2,Supermarket Type1
,Low Fat,0.013774708,Soft Drinks,45.106,1985,Medium,Tier 3,Supermarket Type3
,LF,0.063258348,Frozen Foods,149.3708,1985,Medium,Tier 3,Supermarket Type3
,Regular,0.02577108,Frozen Foods,163.621,1985,Medium,Tier 3,Supermarket Type3
18.7,Low Fat,0.0578629,Dairy,86.2566,2007,,Tier 2,Supermarket Type1
,Regular,0.01137013,Snack Foods,75.2038,1985,Medium,Tier 3,Supermarket Type3
6.365,Low Fat,0,Frozen Foods,62.5536,2004,Small,Tier 2,Supermarket Type1
15.25,LF,0.026587669,Snack Foods,85.9198,1987,High,Tier 3,Supermarket Type1
18.35,Low Fat,0.015366655,Hard Drinks,105.5938,2009,Medium,Tier 3,Supermarket Type2
8.785,Low Fat,0.020577225,Soft Drinks,154.2656,1997,Small,Tier 1,Supermarket Type1
8.645,Low Fat,0.021586004,Canned,53.7982,1997,Small,Tier 1,Supermarket Type1
20.2,Regular,0.039240315,Breakfast,154.463,2004,Small,Tier 2,Supermarket Type1
19.85,Low Fat,0.045660601,Fruits and Vegetables,124.502,2004,Small,Tier 2,Supermarket Type1
,Regular,0.035086303,Fruits and Vegetables,159.1578,1985,Medium,Tier 3,Supermarket Type3
16.35,Low Fat,0.090745855,Household,196.411,2002,,Tier 2,Supermarket Type1
13.5,Regular,0.209684121,Snack Foods,261.191,1998,,Tier 3,Grocery Store
15.5,Low Fat,0.103863648,Snack Foods,143.147,2009,Medium,Tier 3,Supermarket Type2
11.5,Low Fat,0.046195515,Snack Foods,117.4124,1999,Medium,Tier 1,Supermarket Type1
11,Low Fat,0.106001313,Breads,125.5046,1999,Medium,Tier 1,Supermarket Type1
7.47,Regular,0.152387525,Frozen Foods,214.3218,1999,Medium,Tier 1,Supermarket Type1
12.1,Low Fat,0.011530019,Dairy,162.4526,1987,High,Tier 3,Supermarket Type1
,Low Fat,0.203536932,Fruits and Vegetables,93.2436,1985,Small,Tier 1,Grocery Store
,Low Fat,0.166772358,Household,193.0136,1985,Medium,Tier 3,Supermarket Type3
11.5,Low Fat,0.017627547,Health and Hygiene,130.4626,1987,High,Tier 3,Supermarket Type1
,Low Fat,0.042414494,Frozen Foods,196.311,1985,Medium,Tier 3,Supermarket Type3
9.695,Low Fat,0.029740086,Snack Foods,161.392,2007,,Tier 2,Supermarket Type1
16.75,Low Fat,0.029907872,Snack Foods,37.4822,2007,,Tier 2,Supermarket Type1
11.6,Low Fat,0.017730232,Canned,179.6686,1987,High,Tier 3,Supermarket Type1
,LF,0.011035524,Breads,42.1454,1985,Medium,Tier 3,Supermarket Type3
8.895,Regular,0.088322179,Snack Foods,124.273,1997,Small,Tier 1,Supermarket Type1
18,Low Fat,0.047368095,Household,171.7422,2004,Small,Tier 2,Supermarket Type1
8.775,Low Fat,0.021585405,Fruits and Vegetables,109.9228,1987,High,Tier 3,Supermarket Type1
5.825,Low Fat,0.091670767,Household,161.3894,2002,,Tier 2,Supermarket Type1
19.7,Low Fat,0.024693927,Soft Drinks,80.7592,1999,Medium,Tier 1,Supermarket Type1
14.85,Low Fat,0.098601801,Fruits and Vegetables,170.3474,2002,,Tier 2,Supermarket Type1
10.895,Low Fat,0.021070361,Health and Hygiene,254.6672,2007,,Tier 2,Supermarket Type1
6.695,Low Fat,0.076032402,Starchy Foods,191.782,2002,,Tier 2,Supermarket Type1
13.8,reg,0.014816444,Canned,87.5172,2007,,Tier 2,Supermarket Type1
15.35,Regular,0.113857626,Fruits and Vegetables,190.2504,2007,,Tier 2,Supermarket Type1
11.65,Low Fat,0.174016121,Dairy,55.9298,2004,Small,Tier 2,Supermarket Type1
20.35,Low Fat,0.021359628,Household,78.7328,1999,Medium,Tier 1,Supermarket Type1
,Low Fat,0.044690933,Health and Hygiene,139.6838,1985,Medium,Tier 3,Supermarket Type3
9.195,Regular,0,Fruits and Vegetables,99.9016,2007,,Tier 2,Supermarket Type1
20.85,Regular,0.056418725,Breads,105.7648,1987,High,Tier 3,Supermarket Type1
14.85,Regular,0.009936905,Snack Foods,156.963,2004,Small,Tier 2,Supermarket Type1
12.85,Low Fat,0.108172183,Fruits and Vegetables,234.2642,2004,Small,Tier 2,Supermarket Type1
,Low Fat,0.158562878,Soft Drinks,227.372,1985,Medium,Tier 3,Supermarket Type3
18.25,Low Fat,0.079218842,Frozen Foods,227.0062,1997,Small,Tier 1,Supermarket Type1
14,reg,0.029890782,Dairy,146.3786,2007,,Tier 2,Supermarket Type1
16.7,Low Fat,0.070300718,Fruits and Vegetables,109.3912,1999,Medium,Tier 1,Supermarket Type1
9.6,LF,0.036278264,Fruits and Vegetables,141.4154,2004,Small,Tier 2,Supermarket Type1
